collision_index,vehicle_reference,vehicle_type,age_of_driver,age_of_vehicle
C202600558,2,3,67,14
C202600559,1,9,-1,22
C202600560,1,9,52,5
C202600560,2,9,79,10
C202600560,3,9,39,3
C202600561,1,19,80,19
C202600561,2,9,56,12
C202600561,3,3,72,7
C202600562,1,9,81,8
C202600562,2,9,47,17
C202600562,3,9,-1,11
C202600563,1,9,26,20
C202600563,2,9,33,13
C202600564,1,9,68,4
C202600565,1,1,18,2
C202600565,2,9,23,17
C202600565,3,11,57,14
C202600565,4,3,51,9
C202600566,1,9,51,7
C202600566,2,9,70,16
C202600567,1,11,47,18
C202600567,2,9,32,18
C202600567,3,9,36,24
C202600568,1,3,67,16
C202600568,2,9,49,1
C202600569,1,9,80,7
C202600570,1,9,51,23
C202600570,2,5,66,3
C202600571,1,11,43,19
C202600572,1,9,23,15
C202600572,2,19,27,-1
C202600573,1,19,31,8
C202600573,2,5,38,20
C202600574,1,9,24,2
C202600574,2,9,84,1
C202600575,1,5,71,16
C202600575,2,9,31,15
C202600576,1,9,18,2
C202600576,2,9,44,16
C202600577,1,9,46,12
C202600577,2,9,18,16
C202600578,1,9,-1,1
C202600578,2,3,25,2
C202600579,1,5,81,16
C202600579,2,3,31,8
C202600580,1,9,24,18
C202600580,2,1,47,17
C202600581,1,9,47,23
C202600582,1,19,81,23
C202600582,2,9,69,24
C202600583,1,11,40,15
C202600584,1,9,26,21
C202600584,2,3,28,19
C202600585,1,11,72,5
C202600585,2,9,46,1
C202600585,3,1,58,9
C202600586,1,9,71,0
C202600586,2,11,59,9
C202600587,1,9,59,21
C202600588,1,9,66,22
C202600588,2,9,53,20
C202600589,1,3,48,20
C202600589,2,3,46,-1
C202600589,3,9,78,24
C202600590,1,11,79,13
C202600590,2,9,42,-1
C202600591,1,9,51,2
C202600591,2,9,71,21
C202600591,3,9,42,2
C202600592,1,9,31,1
C202600593,1,9,47,21
C202600593,2,9,45,15
C202600593,3,9,60,21
C202600594,1,9,30,18
C202600595,1,9,66,12
C202600596,1,9,49,12
C202600597,1,5,61,14
C202600598,1,11,25,2
C202600599,1,9,43,6
C202600599,2,11,58,10
C202600600,1,5,41,3
C202600600,2,9,35,24
C202600601,1,9,30,20
C202600601,2,9,65,-1
C202600602,1,11,46,11
C202600602,2,19,52,3
C202600602,3,9,83,2
C202600603,1,9,63,6
C202600603,2,19,-1,8
C202600604,1,5,77,1
C202600604,2,9,19,6
C202600604,3,3,50,-1
C202600605,1,19,19,16
C202600605,2,9,48,19
C202600605,3,9,30,14
C202600606,1,9,22,23
C202600606,2,19,24,18
C202600606,3,5,56,3
C202600607,1,9,72,11
C202600607,2,11,22,8
C202600608,1,9,72,8
C202600608,2,9,27,21
C202600609,1,11,43,18
C202600610,1,5,23,23
C202600610,2,9,53,14
C202600611,1,9,19,10
C202600612,1,9,39,18
C202600612,2,9,54,5
C202600612,3,9,79,19
C202600613,1,11,42,11
C202600614,1,19,45,13
C202600614,2,9,21,17
C202600614,3,9,29,17
C202600614,4,3,53,14
C202600615,1,9,31,5
C202600615,2,9,33,8
C202600615,3,9,76,17
C202600616,1,3,50,20
C202600617,1,5,30,3
C202600617,2,3,59,7
C202600618,1,9,22,10
C202600618,2,9,72,2
C202600618,3,5,22,18
C202600619,1,9,52,22
C202600619,2,19,52,14
C202600620,1,3,51,9
C202600620,2,5,81,0
C202600621,1,9,83,24
C202600622,1,11,25,17
C202600622,2,9,70,-1
C202600623,1,9,20,11
C202600624,1,11,33,5
C202600624,2,9,82,12
C202600624,3,9,28,2
C202600625,1,9,17,13
C202600625,2,5,21,-1
C202600626,1,11,29,5
C202600626,2,9,26,-1
C202600627,1,9,63,21
C202600628,1,1,20,14
C202600629,1,9,59,1
C202600629,2,9,61,12
C202600630,1,11,42,21
C202600630,2,3,44,22
C202600631,1,9,60,19
C202600631,2,11,78,22
C202600632,1,9,54,7
C202600633,1,9,20,10
C202600633,2,9,34,16
C202600634,1,19,57,19
C202600634,2,5,83,14
C202600635,1,9,51,14
C202600635,2,9,70,9
C202600636,1,9,28,-1
C202600636,2,9,41,-1
C202600636,3,9,29,16
C202600637,1,9,64,4
C202600637,2,9,64,13
C202600638,1,9,26,5
C202600639,1,11,20,11
C202600640,1,9,21,7
C202600640,2,3,24,12
C202600640,3,9,75,9
C202600641,1,9,42,4
C202600642,1,1,71,12
C202600643,1,9,64,22
C202600643,2,3,66,18
C202600644,1,9,80,9
C202600644,2,9,63,19
C202600645,1,11,-1,13
C202600645,2,9,67,3
C202600645,3,9,62,24
C202600646,1,9,84,8
C202600646,2,19,21,22
C202600647,1,11,21,5
C202600647,2,9,49,12
C202600648,1,9,58,11
C202600648,2,9,23,13
C202600649,1,9,26,13
C202600650,1,9,35,5
C202600651,1,9,34,22
C202600651,2,9,26,19
C202600652,1,3,69,17
C202600652,2,3,80,0
C202600652,3,3,46,15
C202600653,1,11,77,21
C202600653,2,5,55,11
C202600653,3,9,-1,24
C202600653,4,3,82,22
C202600654,1,3,62,7
C202600654,2,9,82,4
C202600655,1,9,59,11
C202600655,2,3,61,23
C202600656,1,9,63,17
C202600656,2,5,80,7
C202600657,1,9,78,19
C202600658,1,9,69,2
C202600658,2,3,33,19
C202600659,1,9,65,-1
C202600660,1,9,48,8
C202600660,2,9,46,5
C202600660,3,5,46,-1
C202600661,1,11,37,16
C202600661,2,9,61,17
C202600662,1,19,42,15
C202600662,2,3,32,15
C202600663,1,11,84,2
C202600663,2,1,56,1
C202600664,1,3,55,23
C202600664,2,9,80,3
C202600665,1,9,81,15
C202600665,2,3,52,-1
C202600666,1,5,30,12
C202600666,2,9,63,24
C202600667,1,9,84,5
C202600668,1,5,48,11
C202600668,2,19,64,1
C202600669,1,9,55,14
C202600670,1,5,41,4
C202600670,2,9,70,1
C202600671,1,9,48,22
C202600671,2,5,29,20
C202600672,1,11,17,10
C202600672,2,9,44,-1
C202600673,1,9,81,8
C202600673,2,9,69,7
C202600673,3,9,83,14
C202600674,1,19,25,2
C202600675,1,19,56,14
C202600675,2,9,17,20
C202600676,1,19,27,20
C202600676,2,19,48,8
C202600676,3,9,78,2
C202600677,1,9,41,0
C202600677,2,9,81,3
C202600678,1,9,84,13
C202600679,1,3,49,15
C202600679,2,9,30,13
C202600680,1,9,56,15
C202600681,1,1,82,9
C202600681,2,11,83,16
C202600682,1,9,-1,9
C202600682,2,11,64,24
C202600683,1,3,46,-1
C202600683,2,9,79,2
C202600684,1,3,54,18
C202600684,2,19,66,20
C202600685,1,11,38,17
C202600685,2,3,32,9
C202600686,1,9,34,4
C202600687,1,9,46,10
C202600688,1,19,60,5
C202600688,2,19,37,17
C202600689,1,9,50,21
C202600690,1,9,47,13
C202600690,2,9,24,0
C202600691,1,9,35,-1
C202600691,2,5,69,14
C202600692,1,5,38,22
C202600692,2,9,20,17
C202600692,3,19,22,17
C202600693,1,9,52,8
C202600693,2,9,53,17
C202600694,1,9,70,14
C202600694,2,3,30,18
C202600695,1,9,54,9
C202600695,2,9,50,-1
C202600696,1,9,77,13
C202600696,2,5,31,3
C202600697,1,9,71,17
C202600698,1,3,59,17
C202600699,1,9,43,17
C202600699,2,9,46,21
C202600700,1,9,46,23
C202600701,1,9,81,-1
C202600701,2,9,44,22
C202600702,1,9,60,8
C202600703,1,5,73,8
C202600704,1,11,50,2
C202600704,2,9,37,5
C202600704,3,9,50,4
C202600704,4,9,84,3
C202600705,1,19,73,20
C202600705,2,3,74,16
C202600706,1,9,22,3
C202600707,1,19,33,17
C202600707,2,11,35,19
C202600708,1,9,65,9
C202600709,1,9,65,7
C202600709,2,19,31,6
C202600710,1,9,58,2
C202600710,2,9,79,-1
C202600711,1,11,36,12
C202600712,1,19,27,8
C202600712,2,9,44,10
C202600712,3,9,51,3
C202600713,1,9,60,3
C202600713,2,9,37,-1
C202600713,3,9,48,18
C202600714,1,9,49,15
C202600715,1,5,70,19
C202600715,2,19,65,6
C202600716,1,3,70,7
C202600716,2,9,65,14
C202600717,1,9,36,24
C202600718,1,9,31,17
C202600718,2,11,49,4
C202600719,1,9,76,1
C202600719,2,3,36,16
C202600720,1,9,39,10
C202600720,2,11,57,6
C202600720,3,9,36,1
C202600721,1,5,47,18
C202600722,1,5,78,6
C202600723,1,9,28,6
C202600723,2,3,72,22
C202600724,1,9,35,20
C202600725,1,3,46,3
C202600725,2,9,56,24
C202600726,1,9,49,1
C202600727,1,9,35,14
C202600727,2,9,76,10
C202600728,1,9,80,18
C202600728,2,5,49,11
C202600729,1,9,46,3
C202600729,2,5,33,22
C202600730,1,9,24,17
C202600730,2,19,77,19
C202600730,3,11,68,13
C202600730,4,1,45,12
C202600731,1,9,69,11
C202600731,2,11,29,8
C202600732,1,9,72,20
C202600732,2,5,51,14
C202600732,3,1,19,17
C202600733,1,11,27,11
C202600733,2,9,18,-1
C202600734,1,5,22,5
C202600734,2,9,78,18
C202600735,1,9,75,5
C202600735,2,9,45,24
C202600736,1,9,31,-1
C202600736,2,9,69,10
C202600737,1,9,77,7
C202600737,2,19,74,20
C202600737,3,19,58,8
C202600738,1,5,56,6
C202600738,2,1,21,1
C202600739,1,9,-1,4
C202600740,1,9,73,24
C202600740,2,9,48,4
C202600741,1,9,28,-1
C202600741,2,1,73,11
C202600742,1,9,64,-1
C202600742,2,3,42,9
C202600742,3,3,60,13
C202600743,1,5,64,23
C202600743,2,9,49,14
C202600743,3,9,38,1
C202600743,4,9,36,3
C202600744,1,9,36,21
C202600744,2,9,35,0
C202600745,1,1,31,4
C202600746,1,3,46,10
C202600747,1,11,61,12
C202600748,1,9,67,24
C202600749,1,19,68,8
C202600749,2,11,65,24
C202600749,3,3,18,6
C202600749,4,9,84,3
C202600750,1,9,62,23
C202600750,2,11,76,15
C202600750,3,9,33,15
C202600751,1,9,36,3
C202600751,2,9,33,12
C202600752,1,9,37,6
C202600753,1,9,28,21
C202600753,2,5,25,19
C202600754,1,9,20,6
C202600754,2,9,53,20
C202600755,1,9,63,24
C202600755,2,9,32,21
C202600756,1,9,19,14
C202600756,2,3,51,23
C202600757,1,3,54,14
C202600758,1,9,61,16
C202600758,2,9,35,10
C202600759,1,5,56,16
C202600759,2,3,31,13
C202600760,1,11,79,1
C202600760,2,11,82,8
C202600761,1,9,33,21
C202600762,1,11,75,14
C202600762,2,9,77,5
C202600763,1,19,26,22
C202600763,2,5,62,0
C202600764,1,19,81,19
C202600764,2,3,83,1
C202600765,1,9,42,10
C202600765,2,11,62,24
C202600766,1,9,-1,0
C202600766,2,9,42,5
C202600767,1,9,34,16
C202600767,2,9,58,23
C202600767,3,9,21,23
C202600768,1,1,72,24
C202600768,2,11,50,12
C202600769,1,19,33,13
C202600769,2,9,65,9
C202600770,1,5,27,16
C202600771,1,9,20,16
C202600771,2,9,47,3
C202600771,3,1,24,0
C202600772,1,9,28,15
C202600772,2,3,68,22
C202600773,1,19,22,18
C202600773,2,5,21,17
C202600774,1,9,49,11
C202600775,1,5,24,-1
C202600775,2,9,38,17
C202600776,1,9,68,4
C202600776,2,9,58,16
C202600777,1,9,25,17
C202600777,2,9,22,1
C202600778,1,9,58,16
C202600778,2,11,44,-1
C202600779,1,9,17,12
C202600779,2,9,39,-1
C202600780,1,9,32,5
C202600780,2,19,73,24
C202600781,1,9,75,23
C202600782,1,9,42,19
C202600782,2,19,21,10
C202600783,1,9,-1,18
C202600783,2,19,25,12
C202600784,1,5,84,-1
C202600784,2,9,27,20
C202600785,1,9,25,8
C202600785,2,9,62,3
C202600786,1,9,26,18
C202600786,2,5,83,9
C202600787,1,9,55,13
C202600787,2,9,21,19
C202600788,1,11,63,12
C202600788,2,9,-1,0
C202600789,1,9,76,4
C202600789,2,9,34,12
C202600790,1,9,38,3
C202600790,2,9,80,3
C202600790,3,9,25,5
C202600791,1,9,38,22
C202600791,2,3,23,10
C202600792,1,5,29,20
C202600792,2,19,53,13
C202600793,1,9,83,8
C202600793,2,1,43,8
C202600794,1,9,39,2
C202600794,2,19,76,17
C202600795,1,5,64,18
C202600795,2,9,54,-1
C202600796,1,19,69,17
C202600797,1,19,50,21
C202600797,2,1,75,15
C202600797,3,3,32,0
C202600798,1,9,31,18
C202600798,2,9,66,8
C202600799,1,3,17,18
C202600799,2,9,27,0
C202600799,3,9,80,21
C202600800,1,3,78,-1
C202600801,1,11,73,13
C202600801,2,5,55,12
C202600802,1,9,63,2
C202600802,2,9,24,17
C202600803,1,9,69,13
C202600803,2,11,53,0
C202600804,1,9,49,22
C202600805,1,1,33,1
C202600805,2,11,55,9
C202600805,3,3,27,22
C202600806,1,9,23,9
C202600806,2,9,84,7
C202600806,3,11,84,4
C202600806,4,9,59,5
C202600807,1,11,78,3
C202600807,2,11,38,9
C202600808,1,9,56,13
C202600809,1,9,68,13
C202600809,2,9,26,23
C202600810,1,9,20,0
C202600810,2,9,79,20
C202600811,1,9,81,22
C202600811,2,9,45,18
C202600812,1,9,52,9
C202600813,1,19,36,21
C202600813,2,19,64,17
C202600814,1,9,83,22
C202600814,2,9,73,23
C202600815,1,11,70,23
C202600815,2,9,66,12
C202600816,1,9,81,18
C202600817,1,9,47,22
C202600817,2,9,33,22
C202600818,1,19,25,19
C202600818,2,9,71,5
C202600819,1,19,59,9
C202600819,2,9,27,21
C202600819,3,9,77,14
C202600820,1,9,51,19
C202600820,2,9,77,5
C202600821,1,11,78,16
C202600821,2,11,54,3
C202600822,1,9,19,8
C202600822,2,9,35,2
C202600822,3,9,78,5
C202600822,4,9,62,19
C202600823,1,9,48,4
C202600823,2,3,39,23
C202600823,3,11,70,11
C202600824,1,19,50,15
C202600825,1,11,17,24
C202600825,2,9,29,23
C202600825,3,3,-1,21
C202600826,1,5,-1,21
C202600826,2,11,21,21
C202600826,3,19,-1,21
C202600827,1,11,61,24
C202600828,1,9,46,4
C202600828,2,19,29,4
C202600829,1,9,49,10
C202600829,2,5,33,23
C202600830,1,9,79,21
C202600830,2,9,68,6
C202600831,1,9,38,13
C202600831,2,11,62,19
C202600832,1,9,22,2
C202600833,1,3,70,8
C202600833,2,9,-1,9
C202600833,3,9,72,3
C202600833,4,19,68,24
C202600834,1,9,51,-1
C202600835,1,3,71,1
C202600835,2,1,69,7
C202600836,1,9,54,-1
C202600836,2,19,52,16
C202600837,1,9,57,14
C202600838,1,9,62,8
C202600839,1,5,72,3
C202600840,1,19,42,21
C202600841,1,9,62,22
C202600841,2,9,65,5
C202600841,3,1,82,0
C202600842,1,9,37,19
C202600842,2,9,61,20
C202600843,1,1,46,14
C202600843,2,9,22,13
C202600844,1,9,59,6
C202600844,2,9,34,22
C202600845,1,19,74,17
C202600846,1,9,80,-1
C202600847,1,9,39,22
C202600847,2,3,62,15
C202600847,3,11,47,10
C202600848,1,9,22,22
C202600848,2,9,38,17
C202600849,1,11,26,6
C202600850,1,9,77,11
C202600850,2,5,43,9
C202600850,3,1,34,18
C202600850,4,9,18,15
C202600851,1,9,30,2
C202600851,2,9,38,20
C202600852,1,9,68,14
C202600852,2,9,42,22
C202600853,1,19,66,-1
C202600853,2,5,41,23
C202600854,1,9,75,24
C202600855,1,9,69,6
C202600855,2,9,37,0
C202600856,1,3,60,10
C202600856,2,9,21,21
C202600857,1,11,47,8
C202600858,1,9,62,0
C202600858,2,9,63,11
C202600858,3,3,80,17
C202600859,1,9,82,20
C202600859,2,9,60,19
C202600860,1,9,82,1
C202600860,2,3,63,19
C202600861,1,9,22,16
C202600862,1,19,-1,16
C202600862,2,9,53,18
C202600862,3,19,41,23
C202600862,4,9,43,4
C202600863,1,9,54,18
C202600864,1,3,26,19
C202600864,2,3,60,21
C202600865,1,5,67,0
C202600865,2,9,50,19
C202600865,3,9,19,17
C202600866,1,9,45,15
C202600866,2,3,63,17
C202600867,1,9,59,1
C202600867,2,19,56,5
C202600868,1,9,28,1
C202600869,1,3,83,12
C202600869,2,9,-1,4
C202600870,1,9,26,2
C202600870,2,11,69,14
C202600870,3,11,-1,10
C202600871,1,9,36,15
C202600871,2,9,20,3
C202600872,1,9,77,16
C202600873,1,9,45,17
C202600873,2,11,54,11
C202600873,3,9,18,14
C202600874,1,9,29,19
C202600874,2,11,20,9
C202600875,1,9,52,3
C202600875,2,9,32,11
C202600876,1,9,56,8
C202600877,1,9,71,-1
C202600878,1,9,83,24
C202600878,2,9,68,12
C202600879,1,11,61,1
C202600879,2,5,28,22
C202600880,1,9,55,15
C202600880,2,3,63,12
C202600881,1,1,74,12
C202600881,2,5,46,23
C202600881,3,5,72,12
C202600882,1,9,59,7
C202600883,1,9,32,15
C202600883,2,9,36,24
C202600884,1,3,70,19
C202600884,2,3,18,24
C202600885,1,5,47,20
C202600885,2,11,80,20
C202600886,1,11,-1,19
C202600887,1,19,39,4
C202600887,2,9,27,23
C202600888,1,19,66,8
C202600888,2,9,58,12
C202600888,3,9,28,4
C202600889,1,19,60,4
C202600889,2,9,19,13
C202600890,1,9,56,2
C202600890,2,9,29,8
C202600890,3,9,31,4
C202600891,1,9,21,12
C202600891,2,11,33,4
C202600892,1,9,58,19
C202600892,2,1,41,4
C202600892,3,1,60,18
C202600893,1,9,74,10
C202600893,2,5,54,16
C202600894,1,5,33,17
C202600894,2,9,77,18
C202600895,1,11,32,13
C202600896,1,9,25,16
C202600897,1,9,63,3
C202600897,2,11,31,9
C202600898,1,19,83,9
C202600899,1,11,-1,10
C202600899,2,5,83,7
C202600899,3,3,19,11
C202600900,1,9,29,16
C202600901,1,11,46,13
C202600901,2,9,62,6
C202600902,1,9,42,22
C202600902,2,11,24,13
C202600903,1,5,73,11
C202600904,1,3,34,5
C202600905,1,19,46,10
C202600906,1,11,36,8
C202600906,2,9,35,2
C202600906,3,9,24,22
C202600907,1,9,36,21
C202600907,2,9,-1,18
C202600908,1,1,27,5
C202600908,2,9,56,11
C202600909,1,1,80,6
C202600909,2,9,79,9
C202600910,1,11,73,21
C202600910,2,19,25,9
C202600911,1,19,52,11
C202600911,2,9,43,13
C202600912,1,1,59,21
C202600912,2,3,48,10
C202600913,1,9,45,22
C202600914,1,9,77,24
C202600914,2,9,42,6
C202600915,1,9,52,1
C202600915,2,5,44,2
C202600916,1,5,25,-1
C202600917,1,9,31,19
C202600918,1,11,38,0
C202600918,2,9,58,-1
C202600919,1,9,48,24
C202600919,2,9,42,15
C202600920,1,11,23,21
C202600920,2,9,50,3
C202600921,1,1,83,4
C202600921,2,9,28,22
C202600922,1,5,81,2
C202600922,2,9,59,13
C202600923,1,9,75,0
C202600923,2,9,37,-1
C202600924,1,3,47,24
C202600925,1,3,78,15
C202600925,2,9,80,6
C202600926,1,9,75,-1
C202600926,2,5,39,20
C202600926,3,9,46,2
C202600927,1,9,69,15
C202600927,2,1,72,23
C202600928,1,1,66,17
C202600928,2,19,37,20
C202600928,3,9,30,23
C202600929,1,5,58,12
C202600929,2,9,-1,24
C202600929,3,9,35,1
C202600930,1,3,45,3
C202600930,2,5,44,8
C202600931,1,9,20,8
C202600932,1,9,59,15
C202600932,2,9,76,22
C202600933,1,19,66,9
C202600933,2,9,68,17
C202600934,1,3,25,6
C202600934,2,9,62,18
C202600935,1,9,18,12
C202600935,2,9,38,23
C202600936,1,9,45,21
C202600936,2,11,68,16
C202600937,1,9,18,6
C202600937,2,9,38,13
C202600938,1,11,67,13
C202600939,1,11,68,24
C202600939,2,9,39,14
C202600940,1,5,67,24
C202600941,1,9,54,19
C202600942,1,9,45,4
C202600943,1,9,52,22
C202600943,2,9,36,24
C202600944,1,9,26,2
C202600944,2,3,83,6
C202600944,3,9,42,2
C202600945,1,9,83,0
C202600945,2,9,80,22
C202600946,1,11,21,17
C202600946,2,9,54,24
C202600947,1,9,70,15
C202600947,2,3,72,0
C202600948,1,5,27,24
C202600949,1,5,63,-1
C202600949,2,9,32,3
C202600950,1,9,83,8
C202600950,2,19,68,7
C202600951,1,9,29,23
C202600951,2,9,41,15
C202600952,1,19,48,2
C202600952,2,9,67,2
C202600953,1,9,57,13
C202600953,2,9,20,22
C202600954,1,3,59,3
C202600955,1,11,28,19
C202600955,2,5,72,6
C202600956,1,9,71,0
C202600956,2,9,68,5
C202600956,3,9,52,3
C202600957,1,19,34,7
C202600957,2,9,44,21
C202600958,1,9,33,5
C202600958,2,9,21,20
C202600959,1,11,19,20
C202600959,2,9,24,17
C202600960,1,9,31,-1
C202600960,2,9,30,19
C202600961,1,19,27,2
C202600962,1,19,83,6
C202600962,2,9,77,17
C202600963,1,11,77,15
C202600963,2,19,84,19
C202600964,1,9,29,12
C202600964,2,9,55,6
C202600965,1,9,60,19
C202600965,2,11,39,5
C202600966,1,3,79,15
C202600967,1,9,49,20
C202600967,2,9,81,19
C202600968,1,11,81,23
C202600968,2,3,48,1
C202600969,1,9,17,13
C202600969,2,9,19,12
C202600970,1,19,82,-1
C202600970,2,1,44,9
C202600970,3,19,40,13
C202600970,4,1,75,24
C202600971,1,9,67,16
C202600971,2,19,28,3
C202600972,1,5,66,5
C202600972,2,3,31,0
C202600973,1,9,18,13
C202600974,1,19,45,3
C202600974,2,3,36,9
C202600974,3,11,32,14
C202600975,1,9,82,23
C202600975,2,9,80,13
C202600975,3,19,38,11
C202600976,1,9,63,8
C202600976,2,9,33,6
C202600977,1,11,31,3
C202600977,2,9,54,5
C202600978,1,11,74,18
C202600979,1,19,59,5
C202600979,2,9,32,17
C202600980,1,9,35,3
C202600980,2,9,74,1
C202600981,1,3,58,16
C202600981,2,3,53,1
C202600982,1,1,53,10
C202600982,2,9,21,6
C202600982,3,5,83,19
C202600983,1,9,39,14
C202600984,1,19,40,14
C202600984,2,11,51,7
C202600985,1,9,26,19
C202600986,1,9,63,17
C202600986,2,9,33,10
C202600987,1,9,43,2
C202600988,1,19,77,-1
C202600989,1,9,58,5
C202600990,1,9,79,5
C202600990,2,9,41,17
C202600991,1,3,22,21
C202600991,2,9,53,15
C202600992,1,19,82,13
C202600992,2,11,81,-1
C202600993,1,3,46,-1
C202600993,2,9,64,21
C202600993,3,9,58,3
C202600994,1,9,78,4
C202600994,2,9,26,10
C202600995,1,9,30,8
C202600995,2,9,42,1
C202600996,1,9,66,2
C202600996,2,9,77,14
C202600997,1,19,82,0
C202600998,1,3,56,16
C202600999,1,19,18,18
C202600999,2,11,35,16
C202600999,3,9,66,21
C202600999,4,9,52,1
C202601000,1,9,78,13
C202601000,2,3,26,19
C202601001,1,9,-1,-1
C202601001,2,3,52,7
C202601002,1,9,38,22
C202601003,1,5,26,2
C202601004,1,9,83,-1
C202601004,2,3,53,-1
C202601005,1,9,47,17
C202601005,2,1,-1,4
C202601006,1,3,70,17
C202601007,1,9,55,13
C202601007,2,9,47,22
C202601008,1,11,42,4
C202601008,2,1,34,24
C202601009,1,11,44,21
C202601009,2,9,79,3
C202601010,1,5,44,16
C202601010,2,11,64,1
C202601011,1,9,59,6
C202601011,2,11,78,4
C202601012,1,9,29,3
C202601012,2,9,31,16
C202601013,1,9,81,14
C202601013,2,9,29,9
C202601014,1,9,61,12
C202601015,1,9,28,9
C202601016,1,3,30,0
C202601016,2,9,32,8
C202601017,1,9,29,5
C202601017,2,9,64,21
C202601018,1,9,52,23
C202601019,1,9,40,6
C202601019,2,9,77,8
C202601019,3,3,60,12
C202601020,1,9,37,23
C202601020,2,11,60,2
C202601021,1,9,60,7
C202601022,1,1,44,-1
C202601022,2,3,32,1
C202601023,1,3,77,16
C202601023,2,9,50,8
C202601024,1,19,18,3
C202601024,2,19,72,18
C202601025,1,3,58,16
C202601025,2,9,68,2
C202601025,3,5,58,15
C202601026,1,9,48,-1
C202601026,2,11,40,18
C202601027,1,9,79,0
C202601027,2,19,66,24
C202601028,1,9,36,6
C202601028,2,9,49,12
C202601029,1,9,59,18
C202601030,1,9,71,5
C202601031,1,9,73,2
C202601031,2,1,77,12
C202601031,3,9,45,-1
C202601032,1,1,83,17
C202601032,2,11,48,4
C202601033,1,19,37,23
C202601034,1,9,-1,17
C202601035,1,9,36,0
C202601036,1,9,56,7
C202601036,2,9,80,2
C202601037,1,11,72,-1
C202601037,2,9,40,20
C202601038,1,11,75,12
C202601038,2,9,19,20
C202601039,1,9,77,4
C202601039,2,3,77,9
C202601040,1,5,30,6
C202601041,1,9,53,1
C202601041,2,19,22,12
C202601041,3,9,22,24
C202601042,1,11,69,0
C202601042,2,9,22,0
C202601043,1,9,68,22
C202601043,2,9,41,24
C202601044,1,9,63,8
C202601044,2,9,57,19
C202601045,1,9,57,-1
C202601045,2,3,50,4
C202601046,1,5,-1,21
C202601046,2,9,67,9
C202601047,1,9,19,14
C202601048,1,11,71,8
C202601049,1,5,71,15
C202601049,2,9,80,20
C202601050,1,11,66,5
C202601050,2,9,79,6
C202601051,1,19,51,4
C202601051,2,3,-1,6
C202601052,1,11,64,13
C202601052,2,19,44,3
C202601053,1,11,82,19
C202601053,2,9,35,11
C202601054,1,19,23,7
C202601055,1,11,26,4
C202601056,1,9,19,0
C202601056,2,9,70,22
C202601057,1,1,60,0
C202601057,2,9,81,16
C202601058,1,9,33,14
C202601058,2,9,81,24
C202601059,1,9,65,12
C202601059,2,9,71,15
C202601060,1,9,77,20
C202601060,2,9,53,3
C202601061,1,11,48,24
C202601061,2,9,17,15
C202601062,1,19,75,12
C202601062,2,5,59,10
C202601063,1,9,65,17
C202601063,2,9,35,12
C202601064,1,3,30,22
C202601064,2,9,31,2
C202601064,3,1,52,-1
C202601065,1,11,23,19
C202601065,2,9,31,7
C202601066,1,19,82,4
C202601066,2,19,52,17
C202601067,1,19,21,9
C202601067,2,9,79,13
C202601068,1,9,44,5
C202601069,1,9,20,16
C202601070,1,1,82,1
C202601071,1,11,62,7
C202601071,2,19,22,16
C202601072,1,9,63,24
C202601072,2,9,49,8
C202601072,3,9,68,18
C202601073,1,3,36,24
C202601073,2,9,78,23
C202601074,1,5,71,5
C202601074,2,5,82,18
C202601075,1,9,37,14
C202601075,2,1,-1,5
C202601075,3,5,71,10
C202601075,4,5,53,11
C202601076,1,9,65,2
C202601077,1,3,28,3
C202601077,2,11,80,13
C202601078,1,5,73,11
C202601078,2,11,62,2
C202601079,1,11,81,-1
C202601079,2,11,68,8
C202601080,1,3,46,16
C202601080,2,5,23,-1
C202601081,1,9,63,3
C202601081,2,3,69,16
C202601081,3,19,32,1
C202601081,4,3,52,23
C202601082,1,3,65,16
C202601082,2,9,69,15
C202601083,1,11,78,6
C202601083,2,9,64,24
C202601084,1,9,77,5
C202601084,2,9,17,10
C202601085,1,9,70,17
C202601085,2,9,55,21
C202601086,1,9,71,20
C202601086,2,5,78,4
C202601087,1,19,56,12
C202601087,2,9,28,14
C202601088,1,9,50,23
C202601088,2,9,26,24
C202601088,3,19,69,2
C202601089,1,9,67,8
C202601089,2,9,73,14
C202601090,1,9,49,5
C202601090,2,9,-1,-1
C202601090,3,9,40,7
C202601090,4,5,77,8
C202601091,1,5,64,8
C202601091,2,11,46,-1
C202601092,1,9,78,23
C202601092,2,9,31,14
C202601093,1,9,74,8
C202601093,2,5,44,17
C202601094,1,9,-1,24
C202601095,1,19,23,8
C202601095,2,9,58,18
C202601095,3,9,80,8
C202601096,1,9,80,23
C202601096,2,11,22,-1
C202601097,1,9,66,9
C202601097,2,9,84,7
C202601098,1,9,33,10
C202601098,2,1,54,1
C202601099,1,11,53,8
C202601099,2,5,31,5
C202601099,3,11,48,5
C202601099,4,9,83,13
C202601100,1,9,-1,8
C202601100,2,3,65,24
C202601101,1,1,46,5
C202601101,2,3,56,10
C202601102,1,9,83,20
C202601103,1,9,82,23
C202601104,1,9,45,14
C202601104,2,9,79,15
C202601105,1,19,36,0
C202601105,2,9,29,4
C202601105,3,9,17,6
C202601106,1,3,44,19
C202601106,2,5,33,23
C202601107,1,9,57,18
C202601107,2,5,53,21
C202601108,1,9,84,21
C202601109,1,19,69,7
C202601109,2,9,84,4
C202601110,1,9,51,-1
