collision_index,longitude,latitude,date,time,road_type,speed_limit,junction_detail,junction_control,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,urban_or_rural_area,area,num_casualties,severity_score
C202600249,-4.2329,50.98354,01/06/2026,00:57,6,30,0,0,0,7,1,4,0,2,South West,2,6
C202600250,-0.33737,51.22747,01/06/2026,00:57,6,30,6,4,0,5,3,1,0,2,London,1,6
C202600251,-0.95305,51.55718,01/06/2026,00:57,6,70,1,0,0,1,1,1,0,2,South East,1,5
C202600252,-1.72234,52.22146,01/06/2026,00:57,6,40,6,2,0,5,2,1,0,2,West Midlands,1,7
C202600253,-2.39132,53.47936,01/06/2026,00:58,2,30,5,4,0,1,1,9,0,1,North West,2,5
C202600254,-3.37677,50.74397,01/06/2026,00:58,6,40,5,2,0,4,1,2,0,2,South West,1,8
C202600255,-2.06051,53.74041,01/06/2026,00:58,6,40,6,4,-1,5,3,1,0,2,Yorkshire,1,9
C202600256,-3.33126,51.22094,01/06/2026,00:58,6,30,6,4,0,1,1,1,0,1,South West,2,5
C202600257,-1.61327,52.66928,01/06/2026,00:59,6,40,6,0,0,6,-1,2,0,1,West Midlands,1,8
C202600258,-1.36087,53.0812,01/06/2026,00:59,6,30,6,2,-1,5,1,1,0,1,East Midlands,1,8
C202600259,-2.54356,53.65357,01/06/2026,00:59,6,50,1,2,0,1,1,2,0,2,North West,2,8
C202600260,-0.65728,51.58502,01/06/2026,00:59,6,60,3,2,0,1,2,2,0,1,South East,2,10
C202600261,-3.29618,50.87443,01/06/2026,00:59,2,30,0,-1,1,1,1,2,0,1,Wales,2,5
C202600262,-3.16089,51.09426,01/06/2026,01:00,6,20,0,0,0,6,1,1,0,2,Wales,1,4
C202600263,-1.82411,54.94567,01/06/2026,01:00,2,30,5,-1,0,6,2,1,0,1,North East,1,6
C202600264,-1.87399,52.05526,01/06/2026,01:00,6,50,3,0,-1,1,1,2,0,1,West Midlands,1,4
C202600265,-1.65535,55.18131,01/06/2026,01:00,3,30,-1,0,5,1,1,2,0,1,North East,2,6
C202600266,-1.8465,52.39144,01/06/2026,01:00,3,40,0,-1,0,5,1,2,0,2,West Midlands,1,6
C202600267,-2.72088,51.53246,01/06/2026,01:01,6,40,0,0,0,1,2,1,0,1,Wales,1,5
C202600268,-0.40543,51.57502,01/06/2026,01:01,6,60,3,4,0,1,1,1,0,1,London,1,4
C202600269,-0.46651,51.32319,01/06/2026,01:01,3,30,3,2,0,1,7,9,0,1,South East,1,3
C202600270,-1.88775,52.64855,01/06/2026,01:01,1,30,3,4,0,1,2,4,0,1,West Midlands,1,5
C202600271,-2.60733,53.23527,01/06/2026,01:02,1,30,0,0,0,1,1,1,0,2,North West,1,3
C202600272,-2.14809,54.74085,01/06/2026,01:02,6,30,0,0,0,1,2,2,0,2,North East,1,8
C202600273,-1.37772,54.93022,01/06/2026,01:02,6,30,5,0,-1,5,1,1,0,1,North East,1,6
C202600274,-3.47936,51.47355,01/06/2026,01:02,1,60,3,0,0,6,1,2,0,2,Wales,1,8
C202600275,-1.79569,53.6603,01/06/2026,01:03,7,30,5,0,0,5,1,1,0,1,Yorkshire,1,5
C202600276,-3.25773,51.15151,01/06/2026,01:03,2,50,3,2,0,5,1,1,0,2,Wales,4,9
C202600277,-1.24114,52.54698,01/06/2026,01:03,6,40,5,4,0,1,1,9,0,1,East Midlands,2,4
C202600278,-1.83592,54.98877,01/06/2026,01:04,7,30,3,2,0,4,3,3,0,2,North East,2,8
C202600279,-1.25694,55.57328,01/06/2026,01:04,6,30,3,-1,0,1,3,1,0,1,North East,1,3
C202600280,-2.44174,53.79847,01/06/2026,01:05,6,30,6,4,0,1,1,4,0,1,North West,3,7
C202600281,-2.00649,53.4704,01/06/2026,01:05,6,30,-1,4,0,1,1,1,0,1,North West,4,6
C202600282,-2.09354,53.32563,01/06/2026,01:05,6,30,5,2,5,1,1,1,0,2,West Midlands,4,8
C202600283,-1.35425,52.67643,01/06/2026,01:06,6,40,0,2,0,5,3,2,0,1,East Midlands,1,4
C202600284,-0.26555,51.01095,01/06/2026,01:06,9,60,5,0,-1,1,1,1,0,2,South East,1,5
C202600285,-0.45252,51.37092,01/06/2026,01:07,2,40,3,-1,0,1,1,1,0,2,London,1,5
C202600286,-0.06504,51.58357,01/06/2026,01:07,2,30,0,1,5,1,8,1,6,2,London,1,5
C202600287,-1.22993,53.38032,01/06/2026,01:07,7,30,0,0,0,5,-1,9,0,2,East Midlands,1,6
C202600288,-1.21822,52.70897,01/06/2026,01:07,6,70,5,0,0,1,1,2,0,2,East Midlands,1,7
C202600289,-3.53657,51.55372,01/06/2026,01:07,6,30,6,4,0,5,1,1,0,2,Wales,1,6
C202600290,-3.70228,51.41995,01/06/2026,01:07,6,40,5,2,0,1,3,1,0,1,South West,1,7
C202600291,-0.26235,50.68385,01/06/2026,01:08,6,20,6,0,0,1,5,2,0,1,South East,3,9
C202600292,-0.09125,51.63295,01/06/2026,01:08,6,40,0,0,0,5,5,2,0,1,London,1,6
C202600293,-0.37305,51.152,01/06/2026,01:08,9,30,0,4,0,6,2,1,0,1,South East,2,7
C202600294,-2.75795,53.63603,01/06/2026,01:08,6,70,0,1,0,5,1,1,0,1,North West,1,8
C202600295,-1.11542,52.51395,01/06/2026,01:08,6,30,5,-1,0,1,2,3,0,1,East Midlands,2,4
C202600296,-2.4371,53.82835,01/06/2026,01:08,7,50,0,0,-1,5,1,1,0,2,North West,1,5
C202600297,0.02931,51.35417,01/06/2026,01:09,3,20,2,2,5,5,1,2,0,1,London,1,3
C202600298,-1.6562,55.11601,01/06/2026,01:09,2,40,2,0,0,7,1,2,0,1,North East,2,7
C202600299,-3.51178,50.95103,01/06/2026,01:09,6,30,6,2,0,1,8,1,0,1,South West,1,3
C202600300,0.14481,51.37087,01/06/2026,01:09,9,70,0,0,0,1,1,1,0,2,London,2,5
C202600301,-3.09821,51.73715,01/06/2026,01:10,1,50,0,0,0,1,1,1,0,1,Wales,1,4
C202600302,-1.59134,52.5471,01/06/2026,01:10,7,30,0,2,5,1,2,1,0,2,East Midlands,2,7
C202600303,-3.68065,50.3713,01/06/2026,01:10,6,40,6,1,0,5,1,1,0,2,South West,1,10
C202600304,-0.4047,51.31236,01/06/2026,01:11,6,30,6,2,0,1,1,1,0,1,London,1,3
C202600305,-3.02178,53.17909,01/06/2026,01:11,6,50,3,0,0,1,1,1,0,1,North West,3,7
C202600306,-3.32631,50.68407,01/06/2026,01:11,6,40,3,-1,1,4,2,2,0,2,South West,1,9
C202600307,-3.26037,51.05069,01/06/2026,01:11,6,30,0,0,5,4,1,2,7,1,South West,1,5
C202600308,-1.80101,54.90101,01/06/2026,01:11,3,50,3,4,-1,1,1,1,0,2,North East,2,7
C202600309,-1.6875,55.01837,01/06/2026,01:11,6,30,0,2,0,1,1,-1,0,1,North East,1,3
C202600310,-0.25303,51.25853,01/06/2026,01:11,6,50,6,2,0,1,7,1,0,1,South East,1,4
C202600311,-0.78746,51.42446,01/06/2026,01:12,7,30,0,4,1,1,1,1,2,1,South East,1,4
C202600312,-3.5496,50.97722,01/06/2026,01:12,7,30,0,-1,0,1,1,2,0,1,South West,1,7
C202600313,-1.46984,53.69974,01/06/2026,01:12,6,70,2,2,5,4,5,1,0,2,Yorkshire,1,8
C202600314,-3.20207,50.68057,01/06/2026,01:12,6,70,3,1,0,1,5,1,0,2,South West,1,5
C202600315,-1.02201,52.62904,01/06/2026,01:12,6,30,5,4,0,5,1,1,0,1,East Midlands,1,6
C202600316,-0.47937,51.27824,01/06/2026,01:12,6,30,5,4,0,1,1,1,0,1,South East,1,6
C202600317,-0.98877,51.28928,01/06/2026,01:13,7,30,5,4,0,1,1,1,2,1,South East,1,4
C202600318,-2.38151,53.12107,01/06/2026,01:13,6,30,0,4,0,1,1,1,0,1,North West,1,1
C202600319,-1.62814,54.6729,01/06/2026,01:13,7,60,3,0,-1,1,1,4,0,1,North East,5,10
C202600320,-1.74755,54.06299,01/06/2026,01:14,1,30,0,2,0,1,1,1,0,1,Yorkshire,1,6
C202600321,-1.75829,52.34635,01/06/2026,01:14,2,60,0,4,0,1,2,2,0,1,West Midlands,2,7
C202600322,-2.89151,50.95562,01/06/2026,01:14,6,50,0,0,-1,5,2,2,0,2,South West,1,10
C202600323,-1.09169,52.73415,01/06/2026,01:15,6,30,5,2,0,5,1,2,0,2,East Midlands,1,8
C202600324,-0.48772,51.1246,01/06/2026,01:15,7,40,3,0,0,7,1,1,0,2,South East,1,8
C202600325,-3.5915,50.45646,01/06/2026,01:15,6,30,0,4,0,1,-1,3,0,2,South West,2,5
C202600326,-2.28309,52.8648,01/06/2026,01:15,2,60,0,0,0,1,1,1,2,1,West Midlands,3,8
C202600327,-1.40879,53.13047,01/06/2026,01:15,1,30,0,1,1,4,1,1,0,1,Yorkshire,1,7
C202600328,-3.77727,51.13566,01/06/2026,01:16,6,30,5,0,0,1,5,1,0,2,South West,2,7
C202600329,-1.20131,52.52755,01/06/2026,01:16,6,30,3,0,0,1,1,1,0,2,East Midlands,1,7
C202600330,0.36529,51.48205,01/06/2026,01:16,3,30,0,-1,0,5,1,1,0,1,London,1,6
C202600331,-0.57536,51.63062,01/06/2026,01:16,2,30,3,0,-1,5,6,1,0,1,London,1,6
C202600332,-1.80526,52.15081,01/06/2026,01:16,6,40,0,-1,0,1,1,1,0,1,West Midlands,2,3
C202600333,-3.04652,51.39412,01/06/2026,01:16,7,30,0,0,0,1,1,1,0,1,Wales,2,4
C202600334,-2.5146,53.28747,01/06/2026,01:17,6,30,3,0,0,1,2,1,6,2,North West,2,7
C202600335,-0.2714,51.53819,01/06/2026,01:18,6,30,0,0,1,5,1,1,0,1,London,3,6
C202600336,-2.54803,53.32095,01/06/2026,01:18,6,30,0,4,0,5,1,1,0,1,North West,1,5
C202600337,-0.98287,50.66995,01/06/2026,01:18,7,40,2,0,0,1,1,1,0,2,South East,3,8
C202600338,-1.21737,55.10222,01/06/2026,01:19,7,30,0,0,1,5,1,2,0,1,North East,3,7
C202600339,-1.85423,52.84062,01/06/2026,01:20,3,40,5,2,0,1,5,1,0,1,West Midlands,1,4
C202600340,-0.8155,53.38729,01/06/2026,01:20,6,60,-1,0,5,5,1,1,0,1,East Midlands,1,9
C202600341,-0.81701,51.58163,01/06/2026,01:20,3,70,3,-1,0,1,1,3,6,2,South East,1,8
C202600342,-0.52724,51.22901,01/06/2026,01:20,6,30,3,4,0,1,1,1,0,1,South East,2,4
C202600343,-0.97166,52.89968,01/06/2026,01:20,2,30,0,2,0,1,1,2,0,1,East Midlands,1,3
C202600344,-2.18001,52.41121,01/06/2026,01:20,6,50,0,2,0,1,2,1,0,2,West Midlands,1,6
C202600345,-2.19786,53.74461,01/06/2026,01:20,6,30,0,2,1,1,1,1,0,2,North West,1,5
C202600346,-0.92812,54.80059,01/06/2026,01:20,1,30,3,4,0,5,1,1,0,2,North East,1,6
C202600347,-2.90742,51.09559,01/06/2026,01:21,6,70,0,2,-1,1,1,1,0,1,Wales,1,5
C202600348,-0.45962,51.25752,01/06/2026,01:21,6,50,2,2,0,1,1,1,0,1,London,2,5
C202600349,-3.3839,51.52545,01/06/2026,01:21,7,30,3,0,0,1,1,1,2,2,Wales,1,8
C202600350,-3.15022,53.55421,01/06/2026,01:21,6,70,5,4,0,5,1,1,0,2,North West,4,10
C202600351,-0.32621,51.74964,01/06/2026,01:22,6,70,0,1,0,1,1,-1,0,1,London,1,7
C202600352,-1.10043,53.65433,01/06/2026,01:23,6,30,3,2,0,1,1,1,0,1,Yorkshire,2,7
C202600353,-1.28487,53.75313,01/06/2026,01:23,9,40,0,2,-1,4,8,1,0,1,Yorkshire,1,6
C202600354,-3.76444,51.07775,01/06/2026,01:23,7,60,6,0,0,1,1,1,0,1,South West,1,5
C202600355,-1.05973,51.24628,01/06/2026,01:23,6,40,3,0,5,1,2,1,0,1,South East,1,6
C202600356,-3.68591,50.88492,01/06/2026,01:24,7,50,6,1,-1,1,1,1,0,2,South West,1,5
C202600357,-1.27265,53.68903,01/06/2026,01:24,6,30,0,2,5,1,1,1,6,1,Yorkshire,1,4
C202600358,-3.05036,51.65969,01/06/2026,01:24,7,30,3,0,0,1,1,3,0,1,Wales,4,6
C202600359,-3.14989,50.31904,01/06/2026,01:24,6,40,2,2,0,1,1,2,0,2,South West,1,5
C202600360,-2.05429,52.54599,01/06/2026,01:25,6,30,0,-1,0,5,2,1,0,1,West Midlands,1,4
C202600361,-1.5726,55.28723,01/06/2026,01:25,1,40,0,4,1,1,1,2,7,1,North East,1,5
C202600362,-0.92163,51.12005,01/06/2026,01:25,6,50,3,2,0,1,1,9,0,1,South East,1,6
C202600363,-1.65274,55.09004,01/06/2026,01:25,6,30,6,0,1,7,1,1,0,1,North East,1,4
C202600364,-3.60104,50.77994,01/06/2026,01:26,6,40,1,2,5,1,1,1,0,2,South West,1,5
C202600365,-1.61745,53.98369,01/06/2026,01:26,6,70,0,0,5,1,3,-1,0,1,Yorkshire,1,6
C202600366,-0.59602,51.16119,01/06/2026,01:26,3,30,0,4,0,4,1,1,0,1,South East,3,4
C202600367,-3.29153,51.58368,01/06/2026,01:26,3,40,0,4,0,1,1,9,0,1,Wales,1,5
C202600368,-1.63892,54.94521,01/06/2026,01:26,6,60,0,2,0,1,1,1,0,1,North East,2,6
C202600369,-3.74555,51.08115,01/06/2026,01:26,9,60,6,1,0,1,3,2,0,1,South West,2,8
C202600370,-1.24145,54.00708,01/06/2026,01:26,6,50,1,0,0,1,1,2,0,1,Yorkshire,1,6
C202600371,-2.16178,53.41154,01/06/2026,01:26,6,40,3,4,1,1,1,1,2,1,North West,1,5
C202600372,-1.40322,52.225,01/06/2026,01:27,9,30,0,4,0,1,1,2,7,1,West Midlands,1,3
C202600373,-1.39836,54.73275,01/06/2026,01:27,9,70,3,0,0,6,1,1,0,2,North East,1,9
C202600374,-1.61076,54.53303,01/06/2026,01:27,6,40,2,0,0,5,1,2,2,2,North East,1,8
C202600375,-0.35433,51.34167,01/06/2026,01:27,6,30,5,1,0,1,1,2,0,2,London,1,5
C202600376,-3.78482,50.89724,01/06/2026,01:28,3,30,0,4,0,1,1,1,0,2,South West,1,4
C202600377,-2.61075,53.32154,01/06/2026,01:28,6,60,5,4,1,1,1,1,0,2,North West,1,7
C202600378,-1.45144,53.28192,01/06/2026,01:28,3,30,5,0,0,1,8,1,0,1,East Midlands,2,5
C202600379,-3.33066,50.75943,01/06/2026,01:28,6,40,5,0,5,1,2,2,0,1,South West,1,4
C202600380,-1.82814,52.46715,01/06/2026,01:28,3,30,5,4,0,1,1,1,0,2,West Midlands,1,3
C202600381,-1.07645,51.37571,01/06/2026,01:29,6,30,3,1,0,6,2,1,0,1,South East,1,5
C202600382,-3.22496,51.43136,01/06/2026,01:29,6,30,5,0,0,1,1,1,0,1,Wales,2,7
C202600383,-1.67827,52.66786,01/06/2026,01:29,2,60,3,4,0,1,2,1,0,1,West Midlands,1,7
C202600384,0.16845,51.90306,01/06/2026,01:29,6,30,0,-1,0,1,1,1,0,2,London,2,4
C202600385,-1.83527,52.60325,01/06/2026,01:29,2,60,0,2,0,1,1,1,0,2,West Midlands,1,6
C202600386,-1.43988,54.70035,01/06/2026,01:30,6,30,0,2,0,1,-1,2,0,2,North East,1,4
C202600387,-2.50735,53.64102,01/06/2026,01:30,6,20,5,-1,1,1,7,1,0,1,North West,2,4
C202600388,-2.00041,52.36483,01/06/2026,01:30,6,40,5,0,5,1,1,1,0,2,West Midlands,1,6
C202600389,-2.54955,53.16467,01/06/2026,01:30,6,30,0,4,0,1,1,1,0,1,North West,2,5
C202600390,-0.08522,51.81243,01/06/2026,01:31,9,20,5,4,5,5,3,1,6,1,London,4,6
C202600391,-2.03131,52.51489,01/06/2026,01:31,6,70,0,4,5,1,1,1,0,2,West Midlands,1,7
C202600392,-1.07426,52.73311,01/06/2026,01:31,6,30,0,4,0,1,1,2,1,2,East Midlands,1,8
C202600393,-3.17101,51.6337,01/06/2026,01:32,9,30,3,2,5,4,1,2,0,2,Wales,1,8
C202600394,-2.49044,53.47959,01/06/2026,01:32,3,20,-1,4,5,4,1,1,0,2,North West,1,5
C202600395,-0.73234,50.97084,01/06/2026,01:32,6,30,6,0,0,1,1,1,0,1,South East,1,6
C202600396,-1.53776,53.92168,01/06/2026,01:32,6,30,0,2,1,1,8,1,0,2,Yorkshire,1,5
C202600397,-3.96539,50.82094,01/06/2026,01:33,6,30,6,0,0,1,1,1,0,2,South West,1,4
C202600398,-2.57977,51.44673,01/06/2026,01:34,6,30,0,2,5,1,1,1,0,1,Wales,1,2
C202600399,-0.95572,53.43389,01/06/2026,01:34,6,30,5,-1,5,5,1,1,0,1,East Midlands,1,5
C202600400,-1.42638,53.85808,01/06/2026,01:34,3,30,3,1,0,1,1,1,0,2,Yorkshire,1,7
C202600401,-1.15628,54.98239,01/06/2026,01:34,7,30,1,0,0,1,2,1,0,1,North East,1,4
C202600402,-1.34673,55.00226,01/06/2026,01:34,2,30,6,0,0,1,1,1,0,1,North East,1,2
C202600403,-2.4655,53.46286,01/06/2026,01:35,6,30,0,2,1,1,8,1,0,2,North West,2,7
C202600404,0.04922,51.58088,01/06/2026,01:35,6,40,-1,4,0,5,1,2,0,2,London,1,8
C202600405,-0.31931,51.16225,01/06/2026,01:35,2,50,3,1,5,1,1,1,0,2,South East,2,8
C202600406,-1.46866,54.00538,01/06/2026,01:35,3,20,0,2,0,1,1,1,0,1,Yorkshire,3,6
C202600407,-1.92945,55.29547,01/06/2026,01:35,6,40,3,4,5,1,1,9,0,1,North East,2,6
C202600408,-2.25938,52.41929,01/06/2026,01:35,6,60,3,4,1,5,1,4,0,1,West Midlands,1,9
C202600409,-1.24975,54.55047,01/06/2026,01:35,7,70,5,0,0,7,1,1,0,1,North East,1,7
C202600410,-2.63318,53.21011,01/06/2026,01:36,2,30,3,1,1,1,1,1,0,2,North West,2,8
C202600411,-1.4599,54.97678,01/06/2026,01:36,6,60,5,4,-1,7,1,1,0,1,North East,1,9
C202600412,-1.90528,52.58103,01/06/2026,01:37,9,30,3,0,0,5,1,1,0,2,West Midlands,1,8
C202600413,-0.00253,51.21069,01/06/2026,01:37,6,50,0,1,0,1,1,1,0,2,London,1,4
C202600414,-1.34446,53.16126,01/06/2026,01:37,2,60,1,0,0,1,1,1,0,1,East Midlands,2,6
C202600415,-0.61718,50.9686,01/06/2026,01:37,6,30,3,1,0,1,1,3,0,1,South East,1,5
C202600416,-2.09972,53.19726,01/06/2026,01:38,2,30,0,1,0,1,1,4,0,1,Yorkshire,1,3
C202600417,-3.23291,51.40843,01/06/2026,01:38,1,30,3,4,5,1,1,1,2,1,Wales,4,6
C202600418,-1.07198,51.27583,01/06/2026,01:38,6,40,0,0,0,1,1,1,0,1,South East,1,5
C202600419,-1.53413,53.50011,01/06/2026,01:40,7,50,0,2,0,7,1,1,0,2,Yorkshire,1,10
C202600420,-3.49201,50.52735,01/06/2026,01:40,9,30,6,0,0,5,1,1,0,2,South West,2,8
C202600421,-0.77408,51.09781,01/06/2026,01:41,7,40,0,0,0,1,1,-1,0,2,South East,2,7
C202600422,-3.479,50.68408,01/06/2026,01:41,6,30,3,2,0,1,1,1,2,2,South West,1,4
C202600423,-2.3252,52.68048,01/06/2026,01:41,6,30,2,1,0,4,1,2,0,2,West Midlands,1,7
C202600424,-3.78536,51.02518,01/06/2026,01:41,6,30,0,0,0,1,1,1,0,2,South West,1,7
C202600425,-3.57105,50.99948,01/06/2026,01:41,2,30,0,4,0,5,1,1,0,1,South West,1,6
C202600426,-1.50252,54.61955,01/06/2026,01:41,3,30,3,4,0,5,1,1,0,2,North East,1,7
C202600427,-1.07406,52.63237,01/06/2026,01:41,6,60,0,1,0,1,1,1,0,2,East Midlands,1,9
C202600428,-2.02507,54.7,01/06/2026,01:42,6,30,5,4,0,1,1,1,0,1,North East,1,5
C202600429,0.20427,51.92312,01/06/2026,01:42,6,30,0,4,1,4,1,9,0,2,London,1,7
C202600430,-0.14812,51.61466,01/06/2026,01:42,6,70,3,0,0,5,1,1,0,2,London,1,10
C202600431,-3.11772,50.80695,01/06/2026,01:42,6,20,6,4,0,1,3,1,0,1,South West,1,6
C202600432,-0.97166,52.9196,01/06/2026,01:43,6,30,3,0,1,1,1,1,0,1,East Midlands,1,3
C202600433,-3.23291,50.62322,01/06/2026,01:44,7,30,6,0,0,1,1,1,0,2,South West,2,6
C202600434,-1.00931,52.89256,01/06/2026,01:44,6,30,5,0,0,5,1,1,0,2,East Midlands,1,7
C202600435,-3.2869,51.65781,01/06/2026,01:45,7,30,3,0,5,1,1,2,0,1,Wales,1,6
C202600436,-1.95723,52.48165,01/06/2026,01:45,7,50,0,0,0,1,2,1,0,1,West Midlands,1,4
C202600437,-2.37519,53.334,01/06/2026,01:45,6,60,0,4,0,1,1,2,0,2,North West,1,5
C202600438,-1.63162,54.1458,01/06/2026,01:46,6,30,0,-1,0,1,1,1,0,1,Yorkshire,1,1
C202600439,-1.21653,50.9775,01/06/2026,01:46,6,30,3,4,0,1,1,2,0,1,South East,1,3
C202600440,-0.74359,50.99944,01/06/2026,01:47,2,40,2,4,0,5,1,2,7,1,South East,1,5
C202600441,-1.08334,52.6786,01/06/2026,01:47,9,60,6,0,5,1,1,2,0,1,East Midlands,2,9
C202600442,-2.48137,53.94341,01/06/2026,01:47,6,30,1,1,0,6,1,2,0,1,North West,1,5
C202600443,-1.71951,52.47761,01/06/2026,01:47,7,30,5,4,5,5,1,1,0,2,West Midlands,2,7
C202600444,-0.24482,50.90665,01/06/2026,01:47,6,30,5,1,-1,5,1,1,0,2,South East,1,6
C202600445,-2.96757,53.47165,01/06/2026,01:48,6,60,-1,0,0,1,1,1,0,2,North West,2,9
C202600446,-2.73298,51.47996,01/06/2026,01:48,6,70,0,0,0,1,8,1,0,1,Wales,1,6
C202600447,-1.71534,52.57721,01/06/2026,01:48,6,60,3,4,0,5,1,1,0,1,West Midlands,1,5
C202600448,-3.1771,51.91081,01/06/2026,01:48,6,40,6,2,0,5,1,1,0,1,Wales,2,7
C202600449,-1.48223,53.2805,01/06/2026,01:48,6,30,0,2,0,5,1,1,0,2,East Midlands,1,6
C202600450,-1.12693,52.54565,01/06/2026,01:48,6,60,0,4,0,1,2,4,0,1,East Midlands,1,7
C202600451,-3.37545,51.30327,01/06/2026,01:49,6,70,0,4,5,5,1,1,0,1,South West,1,5
C202600452,-1.90585,52.57305,01/06/2026,01:49,6,40,-1,1,1,1,2,2,0,1,West Midlands,1,6
C202600453,-2.71189,53.8531,01/06/2026,01:49,9,40,0,4,0,7,6,3,0,2,North West,3,9
C202600454,-0.27581,51.78706,01/06/2026,01:49,7,30,6,4,0,1,1,2,0,1,London,1,5
C202600455,-3.37464,51.34607,01/06/2026,01:49,6,40,5,0,1,1,1,2,0,2,Wales,1,7
C202600456,-0.58625,51.23245,01/06/2026,01:50,3,40,0,0,0,1,3,2,2,1,South East,1,5
C202600457,-1.75376,52.79718,01/06/2026,01:50,6,30,0,2,5,1,1,2,0,2,West Midlands,1,5
C202600458,-3.28748,50.8353,01/06/2026,01:50,6,40,2,0,0,1,1,2,0,1,South West,1,5
C202600459,-1.74081,53.6234,01/06/2026,01:50,3,30,6,4,0,1,1,4,0,2,Yorkshire,1,5
C202600460,-2.26323,53.75716,01/06/2026,01:50,1,30,5,2,0,1,1,1,0,2,North West,1,6
C202600461,0.4931,51.38496,01/06/2026,01:50,6,60,5,2,0,7,6,1,0,1,London,1,7
C202600462,-0.10248,51.52939,01/06/2026,01:50,6,60,0,1,0,1,1,2,0,2,London,1,4
C202600463,-0.46105,51.39842,01/06/2026,01:51,7,40,2,1,1,1,8,1,0,1,South East,1,5
C202600464,-1.87795,54.01193,01/06/2026,01:51,6,30,3,2,-1,1,2,1,0,1,Yorkshire,1,5
C202600465,-0.95284,53.71466,01/06/2026,01:51,6,30,3,0,5,5,1,1,1,1,Yorkshire,1,4
C202600466,-1.7406,52.38456,01/06/2026,01:52,2,40,3,1,0,1,2,2,0,2,West Midlands,1,8
C202600467,-2.28953,53.47599,01/06/2026,01:52,6,30,-1,2,0,5,1,1,0,2,North West,4,8
C202600468,-2.5243,53.51792,01/06/2026,01:52,7,50,1,2,0,1,1,9,0,2,North West,1,4
C202600469,-2.2933,52.31663,01/06/2026,01:52,7,30,-1,0,0,1,1,2,0,1,West Midlands,2,5
C202600470,-1.77431,52.23192,01/06/2026,01:52,6,50,6,0,0,1,1,2,0,2,West Midlands,1,6
C202600471,-1.14945,52.90129,01/06/2026,01:52,6,60,5,4,-1,5,1,1,0,1,East Midlands,1,7
C202600472,-1.66715,52.14415,01/06/2026,01:53,7,70,6,2,0,1,1,1,0,1,West Midlands,1,6
C202600473,-3.73709,50.8593,01/06/2026,01:53,2,40,6,2,0,5,1,1,0,1,South West,1,4
C202600474,-2.36505,54.60844,01/06/2026,01:54,6,30,0,1,0,5,1,1,0,1,North East,1,5
C202600475,-1.62614,55.07723,01/06/2026,01:54,3,40,3,4,0,1,5,1,0,1,North East,1,3
C202600476,-1.69207,54.64845,01/06/2026,01:54,6,20,1,0,0,5,1,1,0,1,North East,3,7
C202600477,-0.96562,53.28715,01/06/2026,01:54,7,30,0,-1,0,1,2,2,0,1,East Midlands,1,5
C202600478,-1.36321,52.98805,01/06/2026,01:54,6,30,3,0,0,1,1,1,0,1,East Midlands,1,4
C202600479,-1.2435,53.2357,01/06/2026,01:54,6,50,0,2,0,4,3,1,0,2,East Midlands,1,8
C202600480,-2.69104,53.50579,01/06/2026,01:55,6,30,0,4,0,6,1,2,0,1,North West,1,6
C202600481,-1.79234,54.83782,01/06/2026,01:55,6,60,3,0,0,1,1,1,0,2,North East,1,8
C202600482,0.01188,51.69861,01/06/2026,01:55,6,60,3,2,0,5,1,1,0,1,London,1,7
C202600483,-3.24849,51.4758,01/06/2026,01:55,7,60,6,0,0,1,1,1,0,1,Wales,1,6
C202600484,-1.67162,54.18505,01/06/2026,01:56,6,50,-1,4,1,1,1,1,0,1,Yorkshire,1,5
C202600485,-3.34959,51.07195,01/06/2026,01:56,1,30,-1,1,0,5,1,1,0,1,Wales,1,5
C202600486,-3.60462,50.98927,01/06/2026,01:56,6,60,0,2,5,4,6,1,7,2,South West,1,10
C202600487,-1.51429,52.53497,01/06/2026,01:56,7,50,3,4,0,1,1,1,2,1,West Midlands,1,8
C202600488,-1.95784,52.97418,01/06/2026,01:56,7,40,0,0,-1,1,1,2,0,1,West Midlands,2,7
C202600489,-0.91282,51.06341,01/06/2026,01:57,6,40,0,1,-1,4,1,3,0,2,South East,3,7
C202600490,-1.1218,52.81777,01/06/2026,01:57,6,40,3,2,0,5,1,1,0,1,East Midlands,1,5
C202600491,0.0716,51.59321,01/06/2026,01:57,6,30,6,-1,1,1,1,1,2,1,London,1,6
C202600492,-0.74584,51.52984,01/06/2026,01:57,1,30,-1,4,0,1,1,1,0,2,South East,1,6
C202600493,-1.79423,52.67732,01/06/2026,01:57,1,40,3,0,5,1,1,1,0,2,West Midlands,2,8
C202600494,-3.36965,51.08731,01/06/2026,01:58,1,60,5,4,0,1,1,1,0,2,South West,1,7
C202600495,0.0611,51.13308,01/06/2026,01:58,9,70,2,0,5,5,1,2,0,1,London,1,7
C202600496,-1.49137,53.79723,01/06/2026,01:58,6,30,6,4,0,1,1,1,0,2,Yorkshire,1,5
C202600497,-1.09363,50.99487,01/06/2026,01:58,1,30,0,4,0,5,1,1,0,2,South East,1,6
C202600498,-3.55715,50.55136,01/06/2026,01:59,6,70,0,0,5,1,1,1,2,2,South West,1,7
C202600499,-3.69026,51.12056,01/06/2026,02:00,9,30,0,0,5,1,-1,1,0,1,South West,1,2
